Event Name,AttendeeID,Event Start Date,Event Scheduled Start Time,Event Scheduled End Time,Event/Recording Scheduled Duration,Event Actual Start Time,Event Actual End Time,Event/Recording Actual Duration,User Type,Invited,Registered,Attended,Join Time,Leave Time,Attendance Duration,Attention to Duration ratio*,Attention to Attendance ratio**
Master the tidyverse - Session 3: importing and reshaping data,90,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:02 pm GMT,3:57 pm GMT,115.0 mins,5%,5%
Master the tidyverse - Session 3: importing and reshaping data,51,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:57 pm GMT,117.0 mins,8%,9%
Master the tidyverse - Session 3: importing and reshaping data,91,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:07 pm GMT,3:56 pm GMT,49.0 mins,9%,25%
Master the tidyverse - Session 3: importing and reshaping data,45,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:01 pm GMT,3:57 pm GMT,116.0 mins,5%,5%
Master the tidyverse - Session 3: importing and reshaping data,88,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:50 pm GMT,3:57 pm GMT,66.0 mins,11%,22%
Master the tidyverse - Session 3: importing and reshaping data,50,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,1:59 pm GMT,3:56 pm GMT,116.0 mins,7%,8%
Master the tidyverse - Session 3: importing and reshaping data,85,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:57 pm GMT,116.0 mins,29%,32%
Master the tidyverse - Session 3: importing and reshaping data,33,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:11 pm GMT,3:57 pm GMT,106.0 mins,21%,26%
Master the tidyverse - Session 3: importing and reshaping data,57,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,2:31 pm GMT,31.0 mins,6%,27%
Master the tidyverse - Session 3: importing and reshaping data,27,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:58 pm GMT,3:57 pm GMT,59.0 mins,15%,34%
Master the tidyverse - Session 3: importing and reshaping data,89,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:41 pm GMT,3:57 pm GMT,75.0 mins,3%,6%
Master the tidyverse - Session 3: importing and reshaping data,3,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:33 pm GMT,3:57 pm GMT,23.0 mins,3%,16%
Master the tidyverse - Session 3: importing and reshaping data,24,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:01 pm GMT,3:56 pm GMT,114.0 mins,4%,5%
Master the tidyverse - Session 3: importing and reshaping data,47,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:05 pm GMT,3:56 pm GMT,111.0 mins,7%,8%
Master the tidyverse - Session 3: importing and reshaping data,41,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:57 pm GMT,116.0 mins,77%,86%
Master the tidyverse - Session 3: importing and reshaping data,26,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:56 pm GMT,116.0 mins,33%,37%
Master the tidyverse - Session 3: importing and reshaping data,55,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:03 pm GMT,2:56 pm GMT,53.0 mins,25%,62%
Master the tidyverse - Session 3: importing and reshaping data,73,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:20 pm GMT,3:56 pm GMT,36.0 mins,5%,17%
Master the tidyverse - Session 3: importing and reshaping data,73,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,1:56 pm GMT,3:19 pm GMT,83.0 mins,10%,16%
Master the tidyverse - Session 3: importing and reshaping data,34,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:01 pm GMT,3:57 pm GMT,55.0 mins,42%,100%
Master the tidyverse - Session 3: importing and reshaping data,34,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,2:29 pm GMT,29.0 mins,22%,100%
Master the tidyverse - Session 3: importing and reshaping data,30,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:20 pm GMT,3:55 pm GMT,35.0 mins,8%,31%
Master the tidyverse - Session 3: importing and reshaping data,30,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,1:56 pm GMT,3:19 pm GMT,83.0 mins,10%,15%
Master the tidyverse - Session 3: importing and reshaping data,115,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:06 pm GMT,3:56 pm GMT,109.0 mins,46%,54%
Master the tidyverse - Session 3: importing and reshaping data,36,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:29 pm GMT,3:57 pm GMT,87.0 mins,4%,6%
Master the tidyverse - Session 3: importing and reshaping data,53,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:04 pm GMT,3:56 pm GMT,112.0 mins,4%,4%
Master the tidyverse - Session 3: importing and reshaping data,42,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:05 pm GMT,3:57 pm GMT,111.0 mins,5%,6%
Master the tidyverse - Session 3: importing and reshaping data,22,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:56 pm GMT,116.0 mins,56%,63%
Master the tidyverse - Session 3: importing and reshaping data,17,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:01 pm GMT,3:56 pm GMT,115.0 mins,43%,49%
Master the tidyverse - Session 3: importing and reshaping data,62,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:56 pm GMT,115.0 mins,79%,90%
Master the tidyverse - Session 3: importing and reshaping data,62,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:57 pm GMT,116.0 mins,89%,100%
Master the tidyverse - Session 3: importing and reshaping data,62,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,1:59 pm GMT,2:00 pm GMT,1.0 min,1%,100%
Master the tidyverse - Session 3: importing and reshaping data,49,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:56 pm GMT,115.0 mins,8%,9%
Master the tidyverse - Session 3: importing and reshaping data,120,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:31 pm GMT,3:57 pm GMT,86.0 mins,48%,73%
Master the tidyverse - Session 3: importing and reshaping data,13,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:14 pm GMT,3:51 pm GMT,97.0 mins,3%,4%
Master the tidyverse - Session 3: importing and reshaping data,39,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:12 pm GMT,71.0 mins,1%,2%
Master the tidyverse - Session 3: importing and reshaping data,40,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,2:16 pm GMT,15.0 mins,1%,4%
Master the tidyverse - Session 3: importing and reshaping data,60,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:22 pm GMT,3:57 pm GMT,34.0 mins,18%,68%
Master the tidyverse - Session 3: importing and reshaping data,60,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:04 pm GMT,3:19 pm GMT,75.0 mins,55%,96%
Master the tidyverse - Session 3: importing and reshaping data,66,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,2:47 pm GMT,47.0 mins,11%,30%
Master the tidyverse - Session 3: importing and reshaping data,109,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:19 pm GMT,3:56 pm GMT,36.0 mins,27%,95%
Master the tidyverse - Session 3: importing and reshaping data,109,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,1:59 pm GMT,3:19 pm GMT,80.0 mins,56%,93%
Master the tidyverse - Session 3: importing and reshaping data,67,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,1:52 pm GMT,3:56 pm GMT,124.0 mins,34%,36%
Master the tidyverse - Session 3: importing and reshaping data,29,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:56 pm GMT,115.0 mins,10%,11%
Master the tidyverse - Session 3: importing and reshaping data,86,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:08 pm GMT,2:30 pm GMT,22.0 mins,3%,17%
Master the tidyverse - Session 3: importing and reshaping data,86,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:07 pm GMT,2:31 pm GMT,24.0 mins,18%,100%
Master the tidyverse - Session 3: importing and reshaping data,16,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:01 pm GMT,3:57 pm GMT,116.0 mins,31%,35%
Master the tidyverse - Session 3: importing and reshaping data,48,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,1:54 pm GMT,3:56 pm GMT,121.0 mins,37%,40%
Master the tidyverse - Session 3: importing and reshaping data,71,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:07 pm GMT,3:47 pm GMT,99.0 mins,31%,42%
Master the tidyverse - Session 3: importing and reshaping data,32,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:57 pm GMT,116.0 mins,2%,2%
Master the tidyverse - Session 3: importing and reshaping data,7,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:21 pm GMT,2:31 pm GMT,10.0 mins,8%,100%
Master the tidyverse - Session 3: importing and reshaping data,7,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,1:59 pm GMT,3:56 pm GMT,117.0 mins,38%,43%
Master the tidyverse - Session 3: importing and reshaping data,72,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:56 pm GMT,116.0 mins,9%,10%
Master the tidyverse - Session 3: importing and reshaping data,52,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:11 pm GMT,2:57 pm GMT,45.0 mins,5%,15%
Master the tidyverse - Session 3: importing and reshaping data,76,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:06 pm GMT,3:52 pm GMT,105.0 mins,57%,71%
Master the tidyverse - Session 3: importing and reshaping data,106,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:28 pm GMT,3:56 pm GMT,27.0 mins,14%,67%
Master the tidyverse - Session 3: importing and reshaping data,1,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:57 pm GMT,116.0 mins,62%,70%
Master the tidyverse - Session 3: importing and reshaping data,18,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:08 pm GMT,3:55 pm GMT,106.0 mins,26%,31%
Master the tidyverse - Session 3: importing and reshaping data,56,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:04 pm GMT,3:57 pm GMT,112.0 mins,8%,9%
Master the tidyverse - Session 3: importing and reshaping data,128,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:35 pm GMT,3:56 pm GMT,81.0 mins,29%,46%
Master the tidyverse - Session 3: importing and reshaping data,78,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:19 pm GMT,3:56 pm GMT,36.0 mins,1%,2%
Master the tidyverse - Session 3: importing and reshaping data,78,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:04 pm GMT,3:19 pm GMT,75.0 mins,5%,9%
Master the tidyverse - Session 3: importing and reshaping data,54,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:31 pm GMT,3:56 pm GMT,84.0 mins,40%,62%
Master the tidyverse - Session 3: importing and reshaping data,6,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:20 pm GMT,2:52 pm GMT,32.0 mins,4%,17%
Master the tidyverse - Session 3: importing and reshaping data,81,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:01 pm GMT,3:55 pm GMT,113.0 mins,75%,87%
Master the tidyverse - Session 3: importing and reshaping data,23,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:01 pm GMT,3:47 pm GMT,105.0 mins,2%,2%
