Event Name,AttendeeID,Event Start Date,Event Scheduled Start Time,Event Scheduled End Time,Event/Recording Scheduled Duration,Event Actual Start Time,Event Actual End Time,Event/Recording Actual Duration,User Type,Invited,Registered,Attended,Join Time,Leave Time,Attendance Duration,Attention to Duration ratio*,Attention to Attendance ratio**
Master the tidyverse - session 5: iteration and tidying model output,16,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:01 pm GMT,4:41 pm GMT,160.0 mins,48%,53%
Master the tidyverse - session 5: iteration and tidying model output,57,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:02 pm GMT,4:41 pm GMT,159.0 mins,5%,6%
Master the tidyverse - session 5: iteration and tidying model output,88,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:17 pm GMT,2:17 pm GMT,1.0 min,0%,100%
Master the tidyverse - session 5: iteration and tidying model output,49,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,3:37 pm GMT,4:42 pm GMT,65.0 mins,13%,34%
Master the tidyverse - session 5: iteration and tidying model output,53,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:35 pm GMT,4:42 pm GMT,127.0 mins,16%,22%
Master the tidyverse - session 5: iteration and tidying model output,90,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:01 pm GMT,4:41 pm GMT,159.0 mins,25%,28%
Master the tidyverse - session 5: iteration and tidying model output,12,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:33 pm GMT,4:41 pm GMT,128.0 mins,2%,2%
Master the tidyverse - session 5: iteration and tidying model output,70,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:38 pm GMT,4:42 pm GMT,124.0 mins,2%,3%
Master the tidyverse - session 5: iteration and tidying model output,70,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:25 pm GMT,2:27 pm GMT,1.0 min,1%,100%
Master the tidyverse - session 5: iteration and tidying model output,70,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:17 pm GMT,2:17 pm GMT,1.0 min,0%,100%
Master the tidyverse - session 5: iteration and tidying model output,70,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:12 pm GMT,2:16 pm GMT,4.0 mins,2%,100%
Master the tidyverse - session 5: iteration and tidying model output,55,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:03 pm GMT,4:42 pm GMT,158.0 mins,4%,5%
Master the tidyverse - session 5: iteration and tidying model output,114,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:25 pm GMT,2:47 pm GMT,22.0 mins,1%,10%
Master the tidyverse - session 5: iteration and tidying model output,91,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:41 pm GMT,161.0 mins,73%,80%
Master the tidyverse - session 5: iteration and tidying model output,83,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,3:50 pm GMT,4:41 pm GMT,50.0 mins,24%,84%
Master the tidyverse - session 5: iteration and tidying model output,83,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,2:43 pm GMT,43.0 mins,2%,10%
Master the tidyverse - session 5: iteration and tidying model output,24,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:15 pm GMT,4:42 pm GMT,147.0 mins,7%,8%
Master the tidyverse - session 5: iteration and tidying model output,46,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:41 pm GMT,161.0 mins,25%,28%
Master the tidyverse - session 5: iteration and tidying model output,117,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:26 pm GMT,4:41 pm GMT,135.0 mins,60%,79%
Master the tidyverse - session 5: iteration and tidying model output,80,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:08 pm GMT,4:41 pm GMT,152.0 mins,24%,27%
Master the tidyverse - session 5: iteration and tidying model output,21,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:02 pm GMT,4:41 pm GMT,158.0 mins,11%,12%
Master the tidyverse - session 5: iteration and tidying model output,39,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:15 pm GMT,4:00 pm GMT,104.0 mins,41%,69%
Master the tidyverse - session 5: iteration and tidying model output,115,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,4:02 pm GMT,4:36 pm GMT,33.0 mins,4%,20%
Master the tidyverse - session 5: iteration and tidying model output,119,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:02 pm GMT,4:27 pm GMT,145.0 mins,73%,89%
Master the tidyverse - session 5: iteration and tidying model output,10,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:04 pm GMT,4:41 pm GMT,157.0 mins,12%,13%
Master the tidyverse - session 5: iteration and tidying model output,54,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:08 pm GMT,2:26 pm GMT,17.0 mins,2%,21%
Master the tidyverse - session 5: iteration and tidying model output,58,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:05 pm GMT,3:42 pm GMT,97.0 mins,5%,9%
Master the tidyverse - session 5: iteration and tidying model output,77,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:55 pm GMT,4:41 pm GMT,105.0 mins,37%,61%
Master the tidyverse - session 5: iteration and tidying model output,104,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:19 pm GMT,3:51 pm GMT,91.0 mins,24%,46%
Master the tidyverse - session 5: iteration and tidying model output,78,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,4:01 pm GMT,4:41 pm GMT,39.0 mins,2%,7%
Master the tidyverse - session 5: iteration and tidying model output,30,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:06 pm GMT,4:41 pm GMT,154.0 mins,7%,8%
Master the tidyverse - session 5: iteration and tidying model output,17,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:28 pm GMT,4:41 pm GMT,133.0 mins,66%,87%
Master the tidyverse - session 5: iteration and tidying model output,64,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,1:59 pm GMT,2:28 pm GMT,29.0 mins,17%,100%
Master the tidyverse - session 5: iteration and tidying model output,59,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:20 pm GMT,2:52 pm GMT,31.0 mins,1%,3%
Master the tidyverse - session 5: iteration and tidying model output,59,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:16 pm GMT,2:20 pm GMT,4.0 mins,2%,100%
Master the tidyverse - session 5: iteration and tidying model output,29,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:06 pm GMT,4:41 pm GMT,155.0 mins,17%,20%
Master the tidyverse - session 5: iteration and tidying model output,74,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:31 pm GMT,4:30 pm GMT,119.0 mins,6%,9%
Master the tidyverse - session 5: iteration and tidying model output,4,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:15 pm GMT,4:42 pm GMT,146.0 mins,21%,25%
Master the tidyverse - session 5: iteration and tidying model output,95,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:08 pm GMT,4:41 pm GMT,153.0 mins,87%,100%
Master the tidyverse - session 5: iteration and tidying model output,18,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:01 pm GMT,4:42 pm GMT,160.0 mins,7%,8%
Master the tidyverse - session 5: iteration and tidying model output,45,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:05 pm GMT,4:42 pm GMT,156.0 mins,45%,50%
Master the tidyverse - session 5: iteration and tidying model output,8,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:01 pm GMT,4:41 pm GMT,159.0 mins,33%,37%
Master the tidyverse - session 5: iteration and tidying model output,96,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,1:59 pm GMT,4:41 pm GMT,161.0 mins,15%,17%
Master the tidyverse - session 5: iteration and tidying model output,43,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:02 pm GMT,4:26 pm GMT,144.0 mins,18%,22%
Master the tidyverse - session 5: iteration and tidying model output,27,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:28 pm GMT,148.0 mins,64%,76%
Master the tidyverse - session 5: iteration and tidying model output,33,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:37 pm GMT,4:42 pm GMT,124.0 mins,3%,4%
Master the tidyverse - session 5: iteration and tidying model output,50,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,3:22 pm GMT,4:42 pm GMT,79.0 mins,4%,8%
Master the tidyverse - session 5: iteration and tidying model output,9,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:10 pm GMT,4:42 pm GMT,151.0 mins,48%,56%
Master the tidyverse - session 5: iteration and tidying model output,19,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:03 pm GMT,4:41 pm GMT,158.0 mins,57%,64%
Master the tidyverse - session 5: iteration and tidying model output,40,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:42 pm GMT,161.0 mins,61%,66%
Master the tidyverse - session 5: iteration and tidying model output,34,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:03 pm GMT,4:42 pm GMT,158.0 mins,11%,12%
Master the tidyverse - session 5: iteration and tidying model output,34,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:03 pm GMT,2:03 pm GMT,1.0 min,0%,100%
Master the tidyverse - session 5: iteration and tidying model output,97,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:27 pm GMT,146.0 mins,75%,90%
Master the tidyverse - session 5: iteration and tidying model output,89,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:08 pm GMT,4:42 pm GMT,154.0 mins,10%,11%
Master the tidyverse - session 5: iteration and tidying model output,121,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:42 pm GMT,4:01 pm GMT,79.0 mins,1%,2%
Master the tidyverse - session 5: iteration and tidying model output,66,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,1:57 pm GMT,4:41 pm GMT,163.0 mins,10%,11%
Master the tidyverse - session 5: iteration and tidying model output,51,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:41 pm GMT,160.0 mins,8%,9%
Master the tidyverse - session 5: iteration and tidying model output,65,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:03 pm GMT,4:03 pm GMT,120.0 mins,23%,34%
Master the tidyverse - session 5: iteration and tidying model output,36,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:48 pm GMT,4:41 pm GMT,112.0 mins,7%,11%
Master the tidyverse - session 5: iteration and tidying model output,3,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:02 pm GMT,4:41 pm GMT,159.0 mins,2%,2%
Master the tidyverse - session 5: iteration and tidying model output,109,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:40 pm GMT,160.0 mins,4%,5%
Master the tidyverse - session 5: iteration and tidying model output,15,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:02 pm GMT,4:42 pm GMT,159.0 mins,62%,68%
Master the tidyverse - session 5: iteration and tidying model output,112,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:42 pm GMT,161.0 mins,81%,89%
Master the tidyverse - session 5: iteration and tidying model output,93,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:06 pm GMT,4:42 pm GMT,155.0 mins,38%,43%
Master the tidyverse - session 5: iteration and tidying model output,79,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:01 pm GMT,4:27 pm GMT,145.0 mins,65%,78%
Master the tidyverse - session 5: iteration and tidying model output,38,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:55 pm GMT,3:04 pm GMT,9.0 mins,1%,14%
Master the tidyverse - session 5: iteration and tidying model output,13,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:05 pm GMT,4:42 pm GMT,157.0 mins,88%,99%
Master the tidyverse - session 5: iteration and tidying model output,56,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,1:59 pm GMT,4:41 pm GMT,162.0 mins,56%,61%
Master the tidyverse - session 5: iteration and tidying model output,62,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:14 pm GMT,4:42 pm GMT,147.0 mins,29%,34%
