Event Name,Event Start Date,Event Scheduled Start Time,Event Scheduled End Time,Event/Recording Scheduled Duration,Event Actual Start Time,Event Actual End Time,Event/Recording Actual Duration,User Type,Invited,Registered,Attended,Join Time,Leave Time,Attendance Duration,Attention to Duration ratio*,Attention to Attendance ratio**,attendeeID
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:05 pm GMT,3:31 pm GMT,85.0 mins,10%,19%,476
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:01 pm GMT,2:32 pm GMT,30.0 mins,1%,3%,498
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:35 pm GMT,155.0 mins,92%,100%,4
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,1:53 pm GMT,4:33 pm GMT,159.0 mins,95%,100%,649
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:05 pm GMT,4:32 pm GMT,147.0 mins,29%,34%,213
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:00 pm GMT,2:14 pm GMT,13.0 mins,1%,9%,270
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:05 pm GMT,4:31 pm GMT,145.0 mins,60%,69%,340
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:32 pm GMT,151.0 mins,36%,40%,51
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:33 pm GMT,152.0 mins,81%,90%,766
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:02 pm GMT,4:33 pm GMT,151.0 mins,62%,69%,61
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:12 pm GMT,4:32 pm GMT,140.0 mins,36%,43%,654
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:07 pm GMT,2:45 pm GMT,37.0 mins,10%,47%,191
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:36 pm GMT,155.0 mins,4%,5%,612
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:20 pm GMT,4:36 pm GMT,135.0 mins,3%,4%,359
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:23 pm GMT,4:31 pm GMT,127.0 mins,3%,4%,327
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:08 pm GMT,4:06 pm GMT,118.0 mins,10%,15%,385
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:18 pm GMT,4:36 pm GMT,137.0 mins,68%,83%,42
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:36 pm GMT,155.0 mins,92%,100%,693
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,3:19 pm GMT,3:26 pm GMT,6.0 mins,4%,100%,446
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,1:56 pm GMT,2:09 pm GMT,12.0 mins,7%,100%,446
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:01 pm GMT,2:11 pm GMT,9.0 mins,4%,69%,526
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,3:06 pm GMT,4:33 pm GMT,87.0 mins,16%,31%,267
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:02 pm GMT,4:32 pm GMT,150.0 mins,88%,99%,659
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,3:14 pm GMT,4:36 pm GMT,81.0 mins,49%,100%,502
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,1:54 pm GMT,4:28 pm GMT,154.0 mins,12%,13%,502
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:25 pm GMT,145.0 mins,13%,15%,170
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,3:08 pm GMT,4:32 pm GMT,84.0 mins,42%,83%,275
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,3:41 pm GMT,3:57 pm GMT,16.0 mins,1%,8%,259
Master the tidyverse - session 4: data types,"February 7, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:47 pm GMT,4:36 pm GMT,168.0 mins,Attendee,No,No,Yes,3:18 pm GMT,3:32 pm GMT,13.0 mins,6%,71%,259
